0;0;0;0;land;false;unknown;0
1;139;208;161;land;false;forest;1
2;246;168;233;land;true;marsh;1
3;185;149;202;land;false;plains;1
4;196;115;252;land;false;urban;1
5;234;224;199;land;false;marsh;1
6;89;242;171;land;false;mountain;1
7;214;241;112;land;false;mountain;1
8;199;193;245;land;false;plains;1
9;246;77;244;land;false;hills;1
10;200;228;119;land;false;plains;1
11;240;172;252;land;true;forest;1
12;211;185;181;land;false;urban;1
13;243;100;210;land;true;plains;1
14;180;243;243;land;false;plains;1
15;208;239;107;land;false;mountain;1
16;222;83;246;land;false;plains;1
17;100;228;189;land;false;hills;1
18;132;209;231;land;false;forest;1
19;63;239;217;land;false;plains;1
20;194;245;210;land;false;plains;1
21;226;232;250;land;false;forest;1
22;221;238;82;land;true;mountain;1
23;231;148;159;land;false;plains;1
24;165;201;254;land;false;mountain;1
25;235;193;198;land;true;urban;1
26;186;199;239;land;false;hills;1
27;133;227;207;land;false;forest;1
28;138;144;247;land;false;plains;1
29;235;102;172;land;false;forest;1
30;230;200;102;land;false;urban;1
31;222;174;109;land;false;hills;1
32;190;99;227;land;false;hills;1
33;195;137;243;land;false;forest;1
34;245;200;191;land;false;plains;1
35;88;216;249;land;true;urban;1
36;185;138;181;land;false;plains;1
37;169;175;190;land;false;mountain;1
38;180;233;172;land;false;plains;1
39;207;191;109;land;false;plains;1
40;196;160;215;land;false;marsh;1
41;226;123;233;land;false;plains;1
42;119;223;210;land;false;forest;1
43;197;232;147;land;false;marsh;1
44;94;213;210;land;false;hills;1
45;197;164;140;land;false;mountain;1
46;78;246;198;land;false;hills;1
47;210;166;183;land;false;hills;1
48;240;235;142;land;false;marsh;1
49;220;203;200;land;false;plains;1
50;248;230;82;land;false;forest;1
51;218;231;178;land;false;forest;1
52;190;201;140;land;false;mountain;1
53;148;242;178;land;false;forest;1
54;156;100;250;land;false;plains;1
55;248;233;226;land;false;hills;1
56;250;159;185;land;false;hills;1
57;188;245;162;land;false;plains;1
58;247;226;62;land;false;mountain;1
59;214;187;199;land;false;mountain;1
60;246;84;243;land;true;urban;1
61;204;191;119;land;false;hills;1
62;144;221;235;land;true;mountain;1
63;236;233;141;land;false;mountain;1
64;165;187;197;land;false;plains;1
65;190;192;248;land;false;plains;1
66;155;232;210;land;false;hills;1
67;235;194;200;land;false;hills;1
68;253;58;246;land;false;forest;1
69;149;253;113;land;false;forest;1
70;135;238;237;land;false;hills;1
71;207;192;163;land;false;forest;1
72;250;227;190;land;false;marsh;1
73;196;173;163;land;false;forest;1
74;251;164;228;land;false;forest;1
75;217;232;116;land;false;hills;1
76;199;226;124;land;false;marsh;1
77;193;180;167;land;false;plains;1
78;234;121;146;land;true;urban;1
79;149;180;236;land;false;forest;1
80;207;173;213;land;true;urban;1
81;185;224;153;land;false;mountain;1
82;252;183;78;land;false;plains;1
83;219;124;223;land;false;mountain;1
84;125;233;175;land;false;plains;1
85;197;179;199;land;false;mountain;1
86;146;217;237;land;false;plains;1
87;219;238;188;land;false;plains;1
88;159;238;152;land;false;forest;1
89;222;249;234;land;false;forest;1
90;213;77;212;land;false;forest;1
91;54;246;249;land;false;urban;1
92;172;198;206;land;false;hills;1
93;174;161;236;land;false;plains;1
94;192;197;209;land;false;mountain;1
95;245;102;222;land;false;plains;1
96;246;124;184;land;false;plains;1
97;166;157;224;land;true;plains;1
98;215;142;202;land;false;plains;1
99;225;236;250;land;false;plains;1
100;154;150;251;land;false;marsh;1
101;139;173;214;land;false;hills;1
102;243;76;202;land;false;plains;1
103;234;140;137;land;false;forest;1
104;197;112;196;land;false;plains;1
105;216;233;190;land;false;forest;1
106;107;246;184;land;false;forest;1
107;245;34;234;land;false;mountain;1
108;241;122;243;land;false;hills;1
109;195;220;143;land;false;plains;1
110;166;225;112;land;false;plains;1
111;199;234;79;land;false;forest;1
112;204;211;177;land;false;hills;1
113;156;227;181;land;false;plains;1
114;207;62;249;land;false;forest;1
115;208;137;174;land;false;hills;1
116;245;229;124;land;false;mountain;1
117;147;194;213;land;false;plains;1
118;231;240;245;land;false;plains;1
119;214;133;250;land;false;plains;1
120;246;214;85;land;false;forest;1
121;136;156;224;land;false;plains;1
122;168;182;168;land;false;plains;1
123;254;243;248;land;false;marsh;1
124;72;187;251;land;true;urban;1
125;236;141;239;land;false;plains;1
126;225;226;153;land;false;forest;1
127;250;244;245;land;false;mountain;1
128;214;225;194;land;false;mountain;1
129;145;182;211;land;false;plains;1
130;231;116;250;land;false;forest;1
131;230;95;233;land;false;hills;1
132;234;146;228;land;false;plains;1
133;179;192;139;land;false;plains;1
134;244;190;220;land;false;hills;1
135;220;218;131;land;false;mountain;1
136;253;246;197;land;false;forest;1
137;215;180;117;land;false;mountain;1
138;251;236;118;land;false;plains;1
139;245;182;84;land;false;forest;1
140;104;212;212;land;false;plains;1
141;173;191;246;land;false;plains;1
142;227;203;111;land;false;plains;1
143;144;206;204;land;false;plains;1
144;244;163;247;land;true;forest;1
145;248;209;52;land;false;marsh;1
146;236;170;243;land;false;hills;1
147;200;162;140;land;true;plains;1
148;184;247;206;land;false;urban;1
149;61;214;228;land;false;mountain;1
150;145;147;222;land;true;plains;1
151;103;252;253;land;false;plains;1
152;125;155;242;land;false;forest;1
153;134;249;172;land;false;hills;1
154;138;201;236;land;false;mountain;1
155;221;224;118;land;false;plains;1
156;115;191;231;land;false;hills;1
157;93;200;226;land;false;plains;1
158;219;80;250;land;false;plains;1
159;253;43;212;land;false;plains;1
160;216;101;191;land;false;hills;1
161;203;200;122;land;false;forest;1
162;217;150;214;land;false;hills;1
163;200;138;226;land;true;plains;1
164;214;216;137;land;false;marsh;1
165;238;123;191;land;false;hills;1
166;224;168;239;land;false;plains;1
167;179;70;252;land;false;hills;1
168;211;221;85;land;false;hills;1
169;178;219;201;land;false;plains;1
170;185;205;236;land;false;hills;1
171;205;165;252;land;false;hills;1
172;84;240;240;land;false;forest;1
173;157;221;127;land;false;forest;1
174;127;236;154;land;false;plains;1
175;248;150;221;land;false;forest;1
176;190;158;173;land;false;hills;1
177;248;147;200;land;false;marsh;1
178;253;141;148;land;true;plains;1
179;70;218;225;land;false;plains;1
180;214;199;103;land;false;plains;1
181;252;234;182;land;false;plains;1
182;239;180;133;land;false;forest;1
183;114;243;248;land;false;mountain;1
184;230;254;210;land;false;hills;1
185;126;242;136;land;false;hills;1
186;156;150;244;land;false;forest;1
187;85;246;228;land;false;plains;1
188;233;170;160;land;false;marsh;1
189;139;176;217;land;false;forest;1
190;125;253;222;land;false;plains;1
191;211;210;133;land;false;forest;1
192;238;43;233;land;false;urban;1
193;84;251;201;land;false;hills;1
194;138;224;231;land;false;plains;1
195;176;207;210;land;false;hills;1
196;201;166;170;land;false;plains;1
197;243;176;151;land;true;hills;1
198;227;248;205;land;false;mountain;1
199;137;205;180;land;false;mountain;1
200;182;162;174;land;false;hills;1
201;218;243;206;land;false;plains;1
202;244;252;166;land;false;forest;1
203;187;157;216;land;true;urban;1
204;233;151;211;land;false;forest;1
205;198;173;164;land;false;hills;1
206;205;109;202;land;false;plains;1
207;218;114;240;land;false;forest;1
208;179;167;250;land;false;plains;1
209;225;98;198;land;false;hills;1
210;242;215;241;land;false;plains;1
211;222;219;186;land;false;plains;1
212;168;247;221;land;false;plains;1
213;207;171;175;land;false;plains;1
214;243;193;136;land;false;marsh;1
215;133;211;181;land;false;forest;1
216;190;248;202;land;false;hills;1
217;254;248;223;land;false;forest;1
218;249;83;226;land;false;plains;1
219;247;195;237;land;false;plains;1
220;108;218;179;land;false;plains;1
221;237;187;152;land;false;forest;1
222;149;229;172;land;false;hills;1
223;250;158;232;land;false;mountain;1
224;221;162;195;land;false;forest;1
225;209;72;232;land;false;plains;1
226;221;251;173;land;false;plains;1
227;252;194;65;land;false;plains;1
228;211;78;246;land;true;forest;1
229;186;247;235;land;false;plains;1
230;241;245;21;land;false;forest;1
231;252;156;194;land;false;hills;1
232;215;238;71;land;false;mountain;1
233;171;145;220;land;false;plains;1
234;248;97;184;land;false;forest;1
235;203;141;250;land;false;forest;1
236;248;136;135;land;false;forest;1
237;210;218;209;land;false;forest;1
238;75;215;231;land;true;urban;1
239;153;218;141;land;false;hills;1
240;189;130;237;land;false;mountain;1
241;229;48;226;land;false;forest;1
242;246;175;159;land;true;urban;1
243;218;153;171;land;false;marsh;1
244;143;210;229;land;false;plains;1
245;239;224;103;land;true;plains;1
246;145;232;156;land;false;plains;1
247;226;235;102;land;false;urban;1
248;220;189;159;land;false;plains;1
249;151;226;189;land;false;mountain;1
250;204;213;185;land;false;hills;1
251;254;211;190;land;false;hills;1
252;225;242;101;land;false;forest;1
253;143;233;128;land;true;plains;1
254;248;154;166;land;true;urban;1
255;247;239;233;land;false;plains;1
256;225;132;196;land;false;hills;1
257;225;225;96;land;false;forest;1
258;244;252;21;land;false;plains;1
259;238;120;206;land;true;urban;1
260;238;108;188;land;false;hills;1
261;254;241;28;land;false;forest;1
262;216;196;109;land;false;plains;1
263;222;186;210;land;false;hills;1
264;240;253;171;land;false;hills;1
265;163;196;151;land;false;plains;1
266;241;223;83;land;false;plains;1
267;85;240;216;land;false;mountain;1
268;232;201;85;land;true;urban;1
269;110;238;179;land;false;plains;1
270;219;225;210;land;false;hills;1
271;238;130;157;land;true;urban;1
272;204;174;157;land;false;plains;1
273;234;130;232;land;true;urban;1
274;129;222;180;land;false;hills;1
275;245;191;213;land;true;urban;1
276;161;220;167;land;false;plains;1
277;155;218;134;land;false;urban;1
278;168;205;240;land;false;forest;1
279;220;222;174;land;false;plains;1
280;142;243;179;land;false;plains;1
281;227;111;198;land;false;hills;1
282;158;171;196;land;true;urban;1
283;96;233;249;land;false;plains;1
284;212;151;218;land;true;urban;1
285;165;204;221;land;false;forest;1
286;100;242;180;land;false;plains;1
287;208;168;125;land;false;plains;1
288;231;135;155;land;true;urban;1
289;113;213;238;land;false;plains;1
290;223;134;169;land;false;plains;1
291;251;96;170;land;true;plains;1
292;235;241;97;land;false;hills;1
293;73;224;227;land;false;hills;1
294;188;193;228;land;false;hills;1
295;147;178;199;land;false;forest;1
296;108;252;173;land;true;urban;1
297;155;217;158;land;true;marsh;1
298;89;234;245;land;false;plains;1
299;202;121;224;land;false;hills;1
300;243;147;175;land;false;mountain;1
301;152;227;201;land;false;forest;1
302;108;178;236;land;false;hills;1
303;234;169;249;land;false;forest;1
304;154;108;253;land;false;forest;1
305;211;98;247;land;false;plains;1
306;242;233;230;land;false;urban;1
307;176;178;217;land;false;hills;1
308;218;217;160;land;false;hills;1
309;136;235;183;land;false;hills;1
310;215;205;254;land;false;plains;1
311;167;237;107;land;false;forest;1
312;175;237;170;land;false;hills;1
313;189;254;77;land;false;hills;1
314;222;229;191;land;false;forest;1
315;241;194;215;land;false;plains;1
316;193;227;87;land;false;hills;1
317;195;190;177;land;false;mountain;1
318;197;210;175;land;false;hills;1
319;138;240;254;land;false;plains;1
320;202;244;82;land;false;forest;1
321;200;139;222;land;false;marsh;1
322;200;239;65;land;false;plains;1
323;251;239;95;land;false;plains;1
324;214;158;173;land;false;forest;1
325;225;154;139;land;false;plains;1
326;228;71;251;land;true;urban;1
327;180;152;200;land;false;plains;1
328;175;124;209;land;false;hills;1
329;213;221;77;land;true;urban;1
330;232;253;248;land;true;plains;1
331;141;208;218;land;false;plains;1
332;215;215;229;land;false;plains;1
333;232;226;135;land;true;urban;1
334;244;184;228;land;false;plains;1
335;222;254;97;land;true;forest;1
336;118;164;228;land;false;forest;1
337;218;154;155;land;false;plains;1
338;241;198;194;land;false;hills;1
339;198;245;133;land;false;hills;1
340;139;227;175;land;false;mountain;1
341;133;152;222;land;false;plains;1
342;223;160;222;land;false;hills;1
343;193;216;103;land;false;hills;1
344;238;197;172;land;false;plains;1
345;223;223;128;land;false;plains;1
346;244;199;67;land;false;forest;1
347;130;226;153;land;false;forest;1
348;248;213;120;land;false;hills;1
349;167;222;243;land;false;plains;1
350;143;196;167;land;false;forest;1
351;59;251;244;land;false;plains;1
352;232;250;101;land;false;mountain;1
353;76;250;232;land;false;forest;1
354;223;161;234;land;false;plains;1
355;195;192;143;land;false;plains;1
356;135;243;229;land;true;mountain;1
357;148;179;189;land;false;hills;1
358;99;198;249;land;false;hills;1
359;221;231;49;land;false;forest;1
360;191;179;208;land;false;mountain;1
361;236;124;164;land;false;hills;1
362;215;231;183;land;false;plains;1
363;192;180;137;land;true;hills;1
364;106;238;212;land;false;hills;1
365;232;194;186;land;false;marsh;1
366;208;201;198;land;false;urban;1
367;200;178;172;land;false;plains;1
368;191;171;192;land;false;forest;1
369;202;160;155;land;false;plains;1
370;253;179;83;land;false;mountain;1
371;59;227;235;land;false;forest;1
372;90;196;219;land;false;mountain;1
373;254;96;238;land;false;marsh;1
374;216;234;181;land;false;plains;1
375;194;118;232;land;false;forest;1
376;183;231;209;land;true;urban;1
377;72;249;243;land;false;forest;1
378;219;216;155;land;false;plains;1
379;234;68;242;land;false;forest;1
380;170;234;174;land;false;hills;1
381;232;234;247;land;false;hills;1
382;86;231;196;land;false;urban;1
383;61;245;196;land;false;plains;1
384;250;189;117;land;false;plains;1
385;208;233;111;land;false;forest;1
386;232;209;149;land;false;mountain;1
387;180;206;164;land;false;plains;1
388;62;249;205;land;false;hills;1
389;241;97;251;land;false;hills;1
390;227;240;134;land;false;plains;1
391;251;126;236;land;false;forest;1
392;241;203;153;land;false;mountain;1
393;252;226;69;land;false;forest;1
394;87;238;239;land;false;forest;1
395;145;249;145;land;false;plains;1
396;230;235;116;land;false;mountain;1
397;172;144;243;land;false;plains;1
398;231;190;204;land;false;plains;1
399;149;216;146;land;false;plains;1
400;101;244;186;land;false;marsh;1
401;237;215;122;land;false;forest;1
402;195;139;204;land;true;hills;1
403;92;238;247;land;false;plains;1
404;232;189;124;land;false;plains;1
405;229;197;205;land;false;marsh;1
406;181;244;151;land;false;plains;1
407;47;253;205;land;false;plains;1
408;226;191;167;land;false;urban;1
409;189;237;253;land;true;hills;1
410;143;223;207;land;false;plains;1
411;154;177;176;land;false;hills;1
412;223;249;150;land;false;hills;1
413;166;240;242;land;false;mountain;1
414;92;246;169;land;false;mountain;1
415;217;142;231;land;false;forest;1
416;130;242;166;land;false;forest;1
417;241;234;126;land;false;mountain;1
418;131;224;163;land;true;hills;1
419;86;249;178;land;true;plains;1
420;211;218;87;land;false;plains;1
421;215;232;64;land;false;forest;1
422;221;146;134;land;false;forest;1
423;139;240;183;land;false;hills;1
424;241;177;198;land;false;plains;1
425;213;230;156;land;false;forest;1
426;156;212;235;land;true;urban;1
427;248;227;36;land;false;hills;1
428;156;228;224;land;false;forest;1
429;221;193;189;land;true;urban;1
430;158;219;148;land;false;mountain;1
431;161;228;236;land;false;plains;1
432;234;164;159;land;false;hills;1
433;237;214;233;land;false;mountain;1
434;225;102;190;land;true;urban;1
435;231;142;129;land;false;forest;1
436;210;240;208;land;false;forest;1
437;139;222;149;land;true;plains;1
438;79;228;239;land;false;plains;1
439;166;115;229;land;true;plains;1
440;222;244;168;land;false;plains;1
441;167;203;134;land;false;plains;1
442;223;56;253;land;true;urban;1
443;254;149;169;land;true;plains;1
444;163;185;195;land;true;plains;1
445;211;154;235;land;false;hills;1
446;251;131;159;land;false;plains;1
447;169;209;162;land;false;forest;1
448;206;159;251;land;false;plains;1
449;180;123;212;land;false;plains;1
450;151;121;252;land;true;marsh;1
451;247;222;223;land;false;forest;1
452;99;184;220;land;false;plains;1
453;198;240;108;land;false;hills;1
454;221;205;140;land;true;hills;1
455;201;184;253;land;true;urban;1
456;115;221;168;land;false;forest;1
457;158;231;246;land;false;mountain;1
458;205;244;208;land;false;forest;1
459;130;235;157;land;false;plains;1
460;218;164;188;land;false;hills;1
461;160;197;188;land;false;plains;1
462;230;97;176;land;false;plains;1
463;217;66;236;land;false;plains;1
464;228;245;131;land;false;forest;1
